RNA_sample,Lysate_sample,Fraction,Time,Temperature,Biorep,Strain,Treatment_group,Treatment_group_ID,Treatment,Treated,Experiment,Sequencing_date,Sample_search,FastQ_folder,UMI,gtf_file,star_index_folder,kallisto_index,sbatch_template,snakefile,kallisto_direction,R1,R2,R3,R1_path,R2_path,R3_path,sequencing_group,spike_group
HG139,L60,Total,10min,30C,BR1,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG139,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG139_S4_R1_001.fastq.gz,AD-JB-1s-221001-HG139_S4_R2_001.fastq.gz,AD-JB-1s-221001-HG139_S4_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG139_S4_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG139_S4_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG139_S4_R3_001.fastq.gz,B,nanoluc
HG140,L61,Total,10min,42C,BR1,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG140,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG140_S5_R1_001.fastq.gz,AD-JB-1s-221001-HG140_S5_R2_001.fastq.gz,AD-JB-1s-221001-HG140_S5_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG140_S5_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG140_S5_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG140_S5_R3_001.fastq.gz,B,nanoluc
HG141,L62,Total,10min,46C,BR1,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG141,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG141_S6_R1_001.fastq.gz,AD-JB-1s-221001-HG141_S6_R2_001.fastq.gz,AD-JB-1s-221001-HG141_S6_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG141_S6_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG141_S6_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG141_S6_R3_001.fastq.gz,B,nanoluc
HG142,L63,Total,10min,30C,BR2,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG142,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG142_S7_R1_001.fastq.gz,AD-JB-1s-221001-HG142_S7_R2_001.fastq.gz,AD-JB-1s-221001-HG142_S7_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG142_S7_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG142_S7_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG142_S7_R3_001.fastq.gz,B,nanoluc
HG143,L64,Total,10min,42C,BR2,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG143,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG143_S8_R1_001.fastq.gz,AD-JB-1s-221001-HG143_S8_R2_001.fastq.gz,AD-JB-1s-221001-HG143_S8_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG143_S8_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG143_S8_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG143_S8_R3_001.fastq.gz,B,nanoluc
HG144,L65,Total,10min,46C,BR2,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG144,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG144_S9_R1_001.fastq.gz,AD-JB-1s-221001-HG144_S9_R2_001.fastq.gz,AD-JB-1s-221001-HG144_S9_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG144_S9_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG144_S9_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG144_S9_R3_001.fastq.gz,B,nanoluc
HG145,L66,Total,10min,30C,BR2,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG145,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG145_S10_R1_001.fastq.gz,AD-JB-1s-221001-HG145_S10_R2_001.fastq.gz,AD-JB-1s-221001-HG145_S10_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG145_S10_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG145_S10_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG145_S10_R3_001.fastq.gz,B,nanoluc
HG146,L67,Total,10min,42C,BR2,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG146,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG146_S11_R1_001.fastq.gz,AD-JB-1s-221001-HG146_S11_R2_001.fastq.gz,AD-JB-1s-221001-HG146_S11_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG146_S11_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG146_S11_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG146_S11_R3_001.fastq.gz,B,nanoluc
HG147,L68,Total,10min,46C,BR2,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG147,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG147_S12_R1_001.fastq.gz,AD-JB-1s-221001-HG147_S12_R2_001.fastq.gz,AD-JB-1s-221001-HG147_S12_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG147_S12_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG147_S12_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG147_S12_R3_001.fastq.gz,B,nanoluc
HG148,L69,Total,10min,30C,BR1,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG148,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG148_S13_R1_001.fastq.gz,AD-JB-1s-221001-HG148_S13_R2_001.fastq.gz,AD-JB-1s-221001-HG148_S13_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG148_S13_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG148_S13_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG148_S13_R3_001.fastq.gz,B,nanoluc
HG149,L70,Total,10min,42C,BR1,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG149,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG149_S14_R1_001.fastq.gz,AD-JB-1s-221001-HG149_S14_R2_001.fastq.gz,AD-JB-1s-221001-HG149_S14_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG149_S14_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG149_S14_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG149_S14_R3_001.fastq.gz,B,nanoluc
HG150,L71,Total,10min,46C,BR1,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG150,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG150_S15_R1_001.fastq.gz,AD-JB-1s-221001-HG150_S15_R2_001.fastq.gz,AD-JB-1s-221001-HG150_S15_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG150_S15_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG150_S15_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG150_S15_R3_001.fastq.gz,B,nanoluc
HG151,L72,Total,10min,30C,BR1,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG151,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG151_S16_R1_001.fastq.gz,AD-JB-1s-221001-HG151_S16_R2_001.fastq.gz,AD-JB-1s-221001-HG151_S16_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG151_S16_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG151_S16_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG151_S16_R3_001.fastq.gz,B,nanoluc
HG152,L73,Total,10min,42C,BR1,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG152,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG152_S17_R1_001.fastq.gz,AD-JB-1s-221001-HG152_S17_R2_001.fastq.gz,AD-JB-1s-221001-HG152_S17_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG152_S17_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG152_S17_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG152_S17_R3_001.fastq.gz,B,nanoluc
HG153,L74,Total,10min,46C,BR1,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG153,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG153_S18_R1_001.fastq.gz,AD-JB-1s-221001-HG153_S18_R2_001.fastq.gz,AD-JB-1s-221001-HG153_S18_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG153_S18_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG153_S18_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG153_S18_R3_001.fastq.gz,B,nanoluc
HG154,L75,Total,10min,30C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG154,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG154_S19_R1_001.fastq.gz,AD-JB-1s-221001-HG154_S19_R2_001.fastq.gz,AD-JB-1s-221001-HG154_S19_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG154_S19_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG154_S19_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG154_S19_R3_001.fastq.gz,B,nanoluc
HG155,L76,Total,10min,42C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG155,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG155_S20_R1_001.fastq.gz,AD-JB-1s-221001-HG155_S20_R2_001.fastq.gz,AD-JB-1s-221001-HG155_S20_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG155_S20_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG155_S20_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG155_S20_R3_001.fastq.gz,B,nanoluc
HG156,L77,Total,10min,46C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG156,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG156_S21_R1_001.fastq.gz,AD-JB-1s-221001-HG156_S21_R2_001.fastq.gz,AD-JB-1s-221001-HG156_S21_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG156_S21_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG156_S21_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG156_S21_R3_001.fastq.gz,B,nanoluc
HG157,L78,Total,10min,30C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG157,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG157_S22_R1_001.fastq.gz,AD-JB-1s-221001-HG157_S22_R2_001.fastq.gz,AD-JB-1s-221001-HG157_S22_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG157_S22_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG157_S22_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG157_S22_R3_001.fastq.gz,B,nanoluc
HG158,L79,Total,10min,42C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG158,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG158_S23_R1_001.fastq.gz,AD-JB-1s-221001-HG158_S23_R2_001.fastq.gz,AD-JB-1s-221001-HG158_S23_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG158_S23_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG158_S23_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG158_S23_R3_001.fastq.gz,B,nanoluc
HG159,L80,Total,10min,46C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG159,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG159_S24_R1_001.fastq.gz,AD-JB-1s-221001-HG159_S24_R2_001.fastq.gz,AD-JB-1s-221001-HG159_S24_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG159_S24_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG159_S24_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG159_S24_R3_001.fastq.gz,B,nanoluc
HG160,L81,Total,30min,30C,BR1,BY4741,Azide_0.5%_pH6.8,tg_20,mock,FALSE,SedSeq,221019,HG160,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG160_S25_R1_001.fastq.gz,AD-JB-1s-221001-HG160_S25_R2_001.fastq.gz,AD-JB-1s-221001-HG160_S25_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG160_S25_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG160_S25_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG160_S25_R3_001.fastq.gz,B,nanoluc
