ORF	gene	length.protein	classification	label	Length5UTR	Length3UTR	Length5UTR.est	Length3UTR.est	LengthTxEst	unspliced.CDS.length	LengthTxUnsplicedEst	ENA	SGD_ID	ncrna_classification	RNAcentral_ID	length.ncRNA
YER061C	CEM1	442	Verified	other	40	62	40	62	1431	1329	1431	NA	NA	NA	NA	NA
YER062C	GPP2	250	Verified	other	86	175	86	175	1014	753	1014	NA	NA	NA	NA	NA
YER063W	THO1	218	Verified	other	61	158	61	158	876	657	876	NA	NA	NA	NA	NA
YER064C	VHR2	505	Verified	other	82	256	82	256	1856	1518	1856	NA	NA	NA	NA	NA
YER065C	ICL1	557	Verified	other	268	122	268	122	2064	1674	2064	NA	NA	NA	NA	NA
YER066C-A	NA	166	Dubious	other	NA	NA	48	123	672	501	672	NA	NA	NA	NA	NA
YER066W	RRT13	185	Uncharacterized	other	892	150	892	150	1600	558	1600	NA	NA	NA	NA	NA
YER067C-A	NA	107	Dubious	other	NA	NA	48	123	495	324	495	NA	NA	NA	NA	NA
YER067W	RGI1	161	Verified	MSN2/4	107	90	107	90	683	486	683	NA	NA	NA	NA	NA
YER068C-A	NA	143	Dubious	other	NA	NA	48	123	603	432	603	NA	NA	NA	NA	NA
YER068W	MOT2	587	Verified	other	86	98	86	98	1948	1764	1948	NA	NA	NA	NA	NA
YER069W	ARG56	863	Verified	other	56	123	56	123	2771	2592	2771	NA	NA	NA	NA	NA
YER070W	RNR1	888	Verified	other	53	197	53	197	2917	2667	2917	NA	NA	NA	NA	NA
YER071C	TDA2	126	Verified	other	22	223	22	223	626	381	626	NA	NA	NA	NA	NA
YER072W	VTC1	129	Verified	other	41	146	41	146	577	390	577	NA	NA	NA	NA	NA
YER073W	ALD5	520	Verified	glycolysis	78	161	78	161	1802	1563	1802	NA	NA	NA	NA	NA
YER074W	RPS24A	135	Verified	RP	40	119	40	119	567	874	1033	NA	NA	NA	NA	NA
YER074W-A	YOS1	85	Verified	other	29	222	29	222	509	471	722	NA	NA	NA	NA	NA
YER075C	PTP3	928	Verified	other	162	124	162	124	3073	2787	3073	NA	NA	NA	NA	NA
YER076C	NA	302	Uncharacterized	other	147	162	147	162	1218	909	1218	NA	NA	NA	NA	NA
YER076W-A	NA	115	Dubious	other	NA	NA	48	123	519	348	519	NA	NA	NA	NA	NA
YER077C	MRX1	688	Uncharacterized	other	NA	NA	48	123	2238	2067	2238	NA	NA	NA	NA	NA
YER078C	ICP55	511	Verified	other	180	84	180	84	1800	1536	1800	NA	NA	NA	NA	NA
YER078W-A	NA	54	Uncharacterized	other	NA	NA	48	123	336	165	336	NA	NA	NA	NA	NA
YER079C-A	NA	112	Dubious	other	NA	NA	48	123	510	339	510	NA	NA	NA	NA	NA
YER079W	NA	210	Uncharacterized	other	77	253	77	253	963	633	963	NA	NA	NA	NA	NA
YER080W	AIM9	627	Verified	other	31	99	31	99	2014	1884	2014	NA	NA	NA	NA	NA
YER081W	SER3	469	Verified	other	259	183	259	183	1852	1410	1852	NA	NA	NA	NA	NA
YER082C	UTP7	554	Verified	RiBi	54	92	54	92	1811	1665	1811	NA	NA	NA	NA	NA
YER083C	GET2	285	Verified	other	18	49	18	49	925	858	925	NA	NA	NA	NA	NA
YER084W	NA	128	Uncharacterized	other	NA	NA	48	123	558	387	558	NA	NA	NA	NA	NA
YER084W-A	NA	170	Dubious	other	NA	NA	48	123	684	513	684	NA	NA	NA	NA	NA
YER085C	NA	173	Uncharacterized	other	56	128	56	128	706	522	706	NA	NA	NA	NA	NA
YER086W	ILV1	576	Verified	other	69	129	69	129	1929	1731	1929	NA	NA	NA	NA	NA
YER087C-A	NA	183	Dubious	other	NA	NA	48	123	723	552	723	NA	NA	NA	NA	NA
YER087C-B	SBH1	82	Verified	other	40	213	40	213	502	249	502	NA	NA	NA	NA	NA
YER087W	AIM10	576	Verified	other	46	129	46	129	1906	1731	1906	NA	NA	NA	NA	NA
YER088C	DOT6	670	Verified	other	89	140	89	140	2242	2013	2242	NA	NA	NA	NA	NA
YER088C-A	NA	107	Dubious	other	1515	425	1515	425	2264	324	2264	NA	NA	NA	NA	NA
YER088W-B	NA	48	Dubious	other	1427	820	1427	820	2394	147	2394	NA	NA	NA	NA	NA
YER089C	PTC2	464	Verified	other	312	84	312	84	1791	1395	1791	NA	NA	NA	NA	NA
YER090C-A	NA	29	Dubious	other	NA	NA	48	123	261	90	261	NA	NA	NA	NA	NA
YER090W	TRP2	507	Verified	other	67	121	67	121	1712	1524	1712	NA	NA	NA	NA	NA
YER091C	MET6	767	Verified	other	70	225	70	225	2599	2304	2599	NA	NA	NA	NA	NA
YER091C-A	NA	73	Dubious	other	NA	NA	48	123	393	222	393	NA	NA	NA	NA	NA
YER092W	IES5	125	Verified	other	9	215	9	215	602	378	602	NA	NA	NA	NA	NA
YER093C	TSC11	1430	Verified	other	56	58	56	58	4407	4293	4407	NA	NA	NA	NA	NA
YER093C-A	AIM11	137	Verified	other	21	130	21	130	565	489	640	NA	NA	NA	NA	NA
YER094C	PUP3	205	Verified	other	90	154	90	154	862	618	862	NA	NA	NA	NA	NA
YER095W	RAD51	400	Verified	other	44	228	44	228	1475	1203	1475	NA	NA	NA	NA	NA
YER096W	SHC1	512	Verified	MSN2/4	97	188	97	188	1824	1539	1824	NA	NA	NA	NA	NA
YER097W	NA	109	Dubious	other	NA	NA	48	123	501	330	501	NA	NA	NA	NA	NA
YER098W	UBP9	754	Verified	other	182	406	182	406	2853	2265	2853	NA	NA	NA	NA	NA
YER099C	PRS2	318	Verified	other	32	74	32	74	1063	957	1063	NA	NA	NA	NA	NA
YER100W	UBC6	250	Verified	other	103	92	103	92	948	753	948	NA	NA	NA	NA	NA
YER101C	AST2	430	Verified	other	50	153	50	153	1496	1293	1496	NA	NA	NA	NA	NA
YER102W	RPS8B	200	Verified	RP	25	135	25	135	763	603	763	NA	NA	NA	NA	NA
YER103W	SSA4	642	Verified	HSF1	180	128	180	128	2237	1929	2237	NA	NA	NA	NA	NA
YER104W	RTT105	208	Verified	other	18	380	18	380	1025	627	1025	NA	NA	NA	NA	NA
YER105C	NUP157	1391	Verified	other	19	124	19	124	4319	4176	4319	NA	NA	NA	NA	NA
YER106W	MAM1	302	Verified	other	NA	NA	48	123	1080	909	1080	NA	NA	NA	NA	NA
YER107C	GLE2	365	Verified	other	187	117	187	117	1402	1098	1402	NA	NA	NA	NA	NA
YER107W-A	NA	106	Dubious	other	NA	NA	48	123	492	321	492	NA	NA	NA	NA	NA
YER109C	FLO8	800	blocked reading frame	other	191	276	191	276	2870	NA	NA	NA	NA	NA	NA	NA
YER110C	KAP123	1113	Verified	other	112	152	112	152	3606	3342	3606	NA	NA	NA	NA	NA
YER111C	SWI4	1093	Verified	other	NA	NA	48	123	3453	3282	3453	NA	NA	NA	NA	NA
YER112W	LSM4	187	Verified	other	60	93	60	93	717	564	717	NA	NA	NA	NA	NA
YER113C	TMN3	706	Verified	other	133	146	133	146	2400	2121	2400	NA	NA	NA	NA	NA
YER114C	BOI2	1040	Verified	other	298	201	298	201	3622	3123	3622	NA	NA	NA	NA	NA
YER115C	SPR6	191	Verified	other	217	101	217	101	894	576	894	NA	NA	NA	NA	NA
YER116C	SLX8	274	Verified	other	100	366	100	366	1291	825	1291	NA	NA	NA	NA	NA
YER117W	RPL23B	137	Verified	RP	28	102	28	102	544	885	1015	NA	NA	NA	NA	NA
YER118C	SHO1	367	Verified	other	186	179	186	179	1469	1104	1469	NA	NA	NA	NA	NA
YER119C	AVT6	448	Verified	other	26	107	26	107	1480	1347	1480	NA	NA	NA	NA	NA
YER119C-A	NA	123	Dubious	other	NA	NA	48	123	543	372	543	NA	NA	NA	NA	NA
YER120W	SCS2	244	Verified	other	34	110	34	110	879	735	879	NA	NA	NA	NA	NA
YER121W	NA	114	Uncharacterized	other	46	116	46	116	507	345	507	NA	NA	NA	NA	NA
YER122C	GLO3	493	Verified	other	52	134	52	134	1668	1482	1668	NA	NA	NA	NA	NA
YER123W	YCK3	524	Verified	other	188	379	188	379	2142	1575	2142	NA	NA	NA	NA	NA
YER124C	DSE1	573	Verified	other	40	341	40	341	2103	1722	2103	NA	NA	NA	NA	NA
YER125W	RSP5	809	Verified	other	491	393	491	393	3314	2430	3314	NA	NA	NA	NA	NA
YER126C	NSA2	261	Verified	RiBi	35	147	35	147	968	786	968	NA	NA	NA	NA	NA
YER127W	LCP5	357	Verified	RiBi	21	100	21	100	1195	1074	1195	NA	NA	NA	NA	NA
YER128W	VFA1	203	Verified	other	28	136	28	136	776	612	776	NA	NA	NA	NA	NA
YER129W	SAK1	1142	Verified	other	NA	NA	48	123	3600	3429	3600	NA	NA	NA	NA	NA
YER130C	COM2	443	Verified	other	67	219	67	219	1618	1332	1618	NA	NA	NA	NA	NA
YER131W	RPS26B	119	Verified	RP	65	143	65	143	568	360	568	NA	NA	NA	NA	NA
YER132C	PMD1	1753	Verified	other	NA	NA	48	123	5433	5262	5433	NA	NA	NA	NA	NA
YER133W	GLC7	312	Verified	other	69	421	69	421	1429	1464	1954	NA	NA	NA	NA	NA
YER133W-A	NA	113	Dubious	other	NA	NA	48	123	513	342	513	NA	NA	NA	NA	NA
YER134C	NA	178	Verified	other	40	254	40	254	831	537	831	NA	NA	NA	NA	NA
YER135C	NA	130	Uncharacterized	other	31	1524	31	1524	1948	393	1948	NA	NA	NA	NA	NA
YER136W	GDI1	451	Verified	other	95	324	95	324	1775	1356	1775	NA	NA	NA	NA	NA
YER137C	NA	148	Verified	other	31	161	31	161	639	447	639	NA	NA	NA	NA	NA
YER137C-A	NA	440	retrotransposon	other	NA	NA	48	123	1494	NA	NA	NA	NA	NA	NA	NA
YER137W-A	NA	101	Dubious	other	2054	486	2054	486	2846	306	2846	NA	NA	NA	NA	NA
YER138C	NA	1755	retrotransposon	other	NA	NA	48	123	5439	NA	NA	NA	NA	NA	NA	NA
YER138W-A	NA	34	Uncharacterized	other	NA	NA	48	123	276	105	276	NA	NA	NA	NA	NA
YER139C	RTR1	226	Verified	other	106	704	106	704	1491	681	1491	NA	NA	NA	NA	NA
YER140W	EMP65	556	Verified	other	44	229	44	229	1944	1671	1944	NA	NA	NA	NA	NA
YER141W	COX15	486	Verified	other	53	239	53	239	1753	1461	1753	NA	NA	NA	NA	NA
YER142C	MAG1	296	Verified	other	28	87	28	87	1006	891	1006	NA	NA	NA	NA	NA
YER143W	DDI1	428	Verified	other	43	161	43	161	1491	1287	1491	NA	NA	NA	NA	NA
YER144C	UBP5	805	Verified	other	15	117	15	117	2550	2418	2550	NA	NA	NA	NA	NA
YER145C	FTR1	404	Verified	other	26	128	26	128	1369	1215	1369	NA	NA	NA	NA	NA
YER145C-A	NA	145	Uncharacterized	other	NA	NA	48	123	609	438	609	NA	NA	NA	NA	NA
YER146W	LSM5	93	Verified	other	46	85	46	85	413	282	413	NA	NA	NA	NA	NA
YER147C	SCC4	624	Verified	other	64	77	64	77	2016	1875	2016	NA	NA	NA	NA	NA
YER147C-A	NA	136	Dubious	other	NA	NA	48	123	582	411	582	NA	NA	NA	NA	NA
YER148W	SPT15	240	Verified	other	193	189	193	189	1105	723	1105	NA	NA	NA	NA	NA
YER148W-A	NA	192	Dubious	other	NA	NA	48	123	750	579	750	NA	NA	NA	NA	NA
YER149C	PEA2	420	Verified	other	68	78	68	78	1409	1263	1409	NA	NA	NA	NA	NA
YER150W	SPI1	148	Verified	HSF1	172	165	172	165	784	447	784	NA	NA	NA	NA	NA
YER151C	UBP3	912	Verified	other	80	75	80	75	2894	2739	2894	NA	NA	NA	NA	NA
YER152C	NA	443	Verified	other	106	52	106	52	1490	1332	1490	NA	NA	NA	NA	NA
YER152W-A	NA	188	Dubious	other	NA	NA	48	123	738	567	738	NA	NA	NA	NA	NA
YER153C	PET122	254	Verified	other	NA	NA	48	123	936	765	936	NA	NA	NA	NA	NA
YER154W	OXA1	402	Verified	other	530	65	530	65	1804	1209	1804	NA	NA	NA	NA	NA
YER155C	BEM2	2167	Verified	other	NA	NA	48	123	6675	6504	6675	NA	NA	NA	NA	NA
YER156C	MYG1	338	Verified	other	25	107	25	107	1149	1017	1149	NA	NA	NA	NA	NA
YER157W	COG3	801	Verified	other	23	52	23	52	2481	2406	2481	NA	NA	NA	NA	NA
YER158C	NA	573	Uncharacterized	other	181	114	181	114	2017	1722	2017	NA	NA	NA	NA	NA
YER158W-A	NA	71	Dubious	other	NA	NA	48	123	387	216	387	NA	NA	NA	NA	NA
YER159C	BUR6	142	Verified	other	168	125	168	125	722	429	722	NA	NA	NA	NA	NA
YER159C-A	NA	440	retrotransposon	other	NA	NA	48	123	1494	NA	NA	NA	NA	NA	NA	NA
YER160C	NA	1755	retrotransposon	other	NA	NA	48	123	5439	NA	NA	NA	NA	NA	NA	NA
YER161C	SPT2	333	Verified	other	47	271	47	271	1320	1002	1320	NA	NA	NA	NA	NA
YER162C	RAD4	754	Verified	other	35	115	35	115	2415	2265	2415	NA	NA	NA	NA	NA
YER163C	GCG1	232	Verified	other	34	102	34	102	835	699	835	NA	NA	NA	NA	NA
YER164W	CHD1	1468	Verified	other	NA	NA	48	123	4578	4407	4578	NA	NA	NA	NA	NA
YER165C-A	NA	118	Dubious	other	NA	NA	48	123	528	357	528	NA	NA	NA	NA	NA
YER165W	PAB1	577	Verified	other	130	150	130	150	2014	1734	2014	NA	NA	NA	NA	NA
YER166W	DNF1	1571	Verified	other	NA	NA	48	123	4887	4716	4887	NA	NA	NA	NA	NA
YER167W	BCK2	851	Verified	other	302	10	302	10	2868	2556	2868	NA	NA	NA	NA	NA
YER168C	CCA1	546	Verified	other	37	71	37	71	1749	1641	1749	NA	NA	NA	NA	NA
YER169W	RPH1	796	Verified	other	235	201	235	201	2827	2391	2827	NA	NA	NA	NA	NA
YER170W	ADK2	225	Verified	other	45	348	45	348	1071	678	1071	NA	NA	NA	NA	NA
YER171W	RAD3	778	Verified	other	106	100	106	100	2543	2337	2543	NA	NA	NA	NA	NA
YER172C	BRR2	2163	Verified	other	NA	NA	48	123	6663	6492	6663	NA	NA	NA	NA	NA
YER172C-A	NA	126	Dubious	other	NA	NA	48	123	552	381	552	NA	NA	NA	NA	NA
YER173W	RAD24	659	Verified	other	NA	NA	48	123	2151	1980	2151	NA	NA	NA	NA	NA
YER174C	GRX4	244	Verified	other	126	97	126	97	958	735	958	NA	NA	NA	NA	NA
YER175C	TMT1	299	Verified	other	24	222	24	222	1146	900	1146	NA	NA	NA	NA	NA
YER175W-A	NA	54	Uncharacterized	other	1151	761	1151	761	2077	165	2077	NA	NA	NA	NA	NA
YER176W	ECM32	1121	Verified	other	37	114	37	114	3517	3366	3517	NA	NA	NA	NA	NA
YER177W	BMH1	267	Verified	other	43	141	43	141	988	804	988	NA	NA	NA	NA	NA
YER178W	PDA1	420	Verified	other	28	134	28	134	1425	1263	1425	NA	NA	NA	NA	NA
YER179W	DMC1	334	Verified	other	NA	NA	48	123	1176	1097	1268	NA	NA	NA	NA	NA
YER180C	ISC10	267	Verified	other	100	57	100	57	961	804	961	NA	NA	NA	NA	NA
YER180C-A	SLO1	85	Verified	other	48	382	48	382	688	258	688	NA	NA	NA	NA	NA
YER181C	NA	107	Verified	other	609	51	609	51	984	324	984	NA	NA	NA	NA	NA
YER182W	FMP10	244	Uncharacterized	MSN2/4	35	90	35	90	860	735	860	NA	NA	NA	NA	NA
YER183C	FAU1	211	Verified	other	6	89	6	89	731	636	731	NA	NA	NA	NA	NA
YER184C	TOG1	794	Verified	other	346	345	346	345	3076	2385	3076	NA	NA	NA	NA	NA
YER185W	PUG1	303	Verified	other	NA	NA	48	123	1083	912	1083	NA	NA	NA	NA	NA
YER186C	NA	306	Uncharacterized	other	119	212	119	212	1252	921	1252	NA	NA	NA	NA	NA
YER187W	NA	141	Uncharacterized	other	695	154	695	154	1275	426	1275	NA	NA	NA	NA	NA
YER188C-A	NA	99	Uncharacterized	other	NA	NA	48	123	471	300	471	NA	NA	NA	NA	NA
YER188W	NA	239	Uncharacterized	other	144	230	144	230	1094	720	1094	NA	NA	NA	NA	NA
YER189W	NA	122	Uncharacterized	other	NA	NA	48	123	540	369	540	NA	NA	NA	NA	NA
YER190C-A	NA	191	Dubious	other	NA	NA	48	123	747	576	747	NA	NA	NA	NA	NA
YER190C-B	NA	160	Uncharacterized	other	NA	NA	48	123	654	483	654	NA	NA	NA	NA	NA
YER190W	YRF1-2	1681	Verified	other	NA	NA	48	123	5217	5046	5217	NA	NA	NA	NA	NA
YFL001W	DEG1	442	Verified	other	47	32	47	32	1408	1329	1408	NA	NA	NA	NA	NA
YFL002C	SPB4	606	Verified	RiBi	25	136	25	136	1982	1821	1982	NA	NA	NA	NA	NA
YFL002W-A	NA	1770	retrotransposon	other	NA	NA	48	123	5484	NA	NA	NA	NA	NA	NA	NA
YFL002W-B	NA	438	retrotransposon	other	NA	NA	48	123	1488	NA	NA	NA	NA	NA	NA	NA
YFL003C	MSH4	878	Verified	other	NA	NA	48	123	2808	2637	2808	NA	NA	NA	NA	NA
YFL004W	VTC2	828	Verified	other	90	152	90	152	2729	2487	2729	NA	NA	NA	NA	NA
YFL005W	SEC4	215	Verified	other	137	217	137	217	1002	648	1002	NA	NA	NA	NA	NA
YFL007W	BLM10	2143	Verified	other	NA	NA	48	123	6603	6432	6603	NA	NA	NA	NA	NA
YFL008W	SMC1	1225	Verified	other	41	103	41	103	3822	3678	3822	NA	NA	NA	NA	NA
YFL009W	CDC4	779	Verified	other	186	95	186	95	2621	2340	2621	NA	NA	NA	NA	NA
YFL010C	WWM1	211	Verified	other	29	162	29	162	827	636	827	NA	NA	NA	NA	NA
YFL010W-A	AUA1	94	Verified	other	NA	NA	48	123	456	285	456	NA	NA	NA	NA	NA
YFL011W	HXT10	546	Verified	other	NA	NA	48	123	1812	1641	1812	NA	NA	NA	NA	NA
YFL012W	NA	148	Uncharacterized	other	61	159	61	159	667	447	667	NA	NA	NA	NA	NA
YFL012W-A	NA	124	Dubious	other	NA	NA	48	123	546	375	546	NA	NA	NA	NA	NA
YFL013C	IES1	692	Verified	other	33	145	33	145	2257	2079	2257	NA	NA	NA	NA	NA
YFL013W-A	NA	267	Dubious	other	NA	NA	48	123	975	804	975	NA	NA	NA	NA	NA
YFL014W	HSP12	109	Verified	MSN2/4	59	185	59	185	574	330	574	NA	NA	NA	NA	NA
YFL015C	NA	164	Uncharacterized	other	NA	NA	48	123	666	495	666	NA	NA	NA	NA	NA
YFL015W-A	NA	105	Dubious	other	NA	NA	48	123	489	318	489	NA	NA	NA	NA	NA
YFL016C	MDJ1	511	Verified	HSF1	35	103	35	103	1674	1536	1674	NA	NA	NA	NA	NA
YFL017C	GNA1	159	Verified	other	32	108	32	108	620	480	620	NA	NA	NA	NA	NA
YFL017W-A	SMX2	77	Verified	other	36	72	36	72	342	234	342	NA	NA	NA	NA	NA
YFL018C	LPD1	499	Verified	other	60	83	60	83	1643	1500	1643	NA	NA	NA	NA	NA
YFL019C	NA	117	Uncharacterized	other	NA	NA	48	123	525	354	525	NA	NA	NA	NA	NA
YFL020C	PAU5	122	Verified	other	206	115	206	115	690	369	690	NA	NA	NA	NA	NA
YFL021C-A	NA	284	Dubious	other	637	30	637	30	1522	855	1522	NA	NA	NA	NA	NA
YFL021W	GAT1	510	Verified	other	105	7	105	7	1645	1533	1645	NA	NA	NA	NA	NA
YFL022C	FRS2	503	Verified	other	42	115	42	115	1669	1512	1669	NA	NA	NA	NA	NA
YFL023W	BUD27	796	Verified	other	14	92	14	92	2497	2391	2497	NA	NA	NA	NA	NA
YFL024C	EPL1	832	Verified	other	298	384	298	384	3181	2499	3181	NA	NA	NA	NA	NA
YFL025C	BST1	1029	Verified	other	63	156	63	156	3309	3090	3309	NA	NA	NA	NA	NA
YFL026W	STE2	431	Verified	other	502	198	502	198	1996	1296	1996	NA	NA	NA	NA	NA
YFL027C	GYP8	497	Verified	other	15	74	15	74	1583	1494	1583	NA	NA	NA	NA	NA
YFL028C	CAF16	289	Verified	other	24	74	24	74	968	870	968	NA	NA	NA	NA	NA
YFL029C	CAK1	368	Verified	other	46	72	46	72	1225	1107	1225	NA	NA	NA	NA	NA
YFL030W	AGX1	385	Verified	MSN2/4	8	88	8	88	1254	1158	1254	NA	NA	NA	NA	NA
YFL031C-A	NA	33	Dubious	other	NA	NA	48	123	273	102	273	NA	NA	NA	NA	NA
YFL031W	HAC1	238	Verified	other	66	414	66	414	1197	969	1449	NA	NA	NA	NA	NA
YFL032W	NA	106	Dubious	other	NA	NA	48	123	492	321	492	NA	NA	NA	NA	NA
YFL033C	RIM15	1770	Verified	other	NA	NA	48	123	5484	5313	5484	NA	NA	NA	NA	NA
YFL034C-A	RPL22B	122	Verified	RP	42	70	42	70	481	690	802	NA	NA	NA	NA	NA
YFL034C-B	MOB2	287	Verified	other	54	173	54	173	1091	978	1205	NA	NA	NA	NA	NA
YFL034W	MIL1	1073	Uncharacterized	other	176	114	176	114	3512	3222	3512	NA	NA	NA	NA	NA
YFL036W	RPO41	1351	Verified	other	219	100	219	100	4375	4056	4375	NA	NA	NA	NA	NA
YFL037W	TUB2	457	Verified	other	62	225	62	225	1661	1374	1661	NA	NA	NA	NA	NA
YFL038C	YPT1	206	Verified	other	46	100	46	100	767	621	767	NA	NA	NA	NA	NA
YFL039C	ACT1	375	Verified	other	120	170	120	170	1418	1437	1727	NA	NA	NA	NA	NA
YFL040W	NA	540	Uncharacterized	other	NA	NA	48	123	1794	1623	1794	NA	NA	NA	NA	NA
YFL041W	FET5	622	Verified	other	22	170	22	170	2061	1869	2061	NA	NA	NA	NA	NA
YFL041W-A	NA	63	Uncharacterized	other	831	61	831	61	1084	192	1084	NA	NA	NA	NA	NA
YFL042C	LAM5	674	Verified	other	24	69	24	69	2118	2025	2118	NA	NA	NA	NA	NA
YFL044C	OTU1	301	Verified	other	19	211	19	211	1136	906	1136	NA	NA	NA	NA	NA
YFL045C	SEC53	254	Verified	other	75	144	75	144	984	765	984	NA	NA	NA	NA	NA
YFL046W	FMP32	207	Verified	other	30	149	30	149	803	624	803	NA	NA	NA	NA	NA
YFL047W	RGD2	714	Verified	other	8	73	8	73	2226	2145	2226	NA	NA	NA	NA	NA
YFL048C	EMP47	445	Verified	other	33	116	33	116	1487	1338	1487	NA	NA	NA	NA	NA
YFL049W	SWP82	623	Verified	other	26	147	26	147	2045	1872	2045	NA	NA	NA	NA	NA
YFL050C	ALR2	858	Verified	other	779	285	779	285	3641	2577	3641	NA	NA	NA	NA	NA
YFL051C	NA	160	Uncharacterized	other	NA	NA	48	123	654	483	654	NA	NA	NA	NA	NA
YFL052W	ZNF1	465	Verified	other	16	605	16	605	2019	1398	2019	NA	NA	NA	NA	NA
YFL053W	DAK2	591	Verified	other	NA	NA	48	123	1947	1776	1947	NA	NA	NA	NA	NA
YFL054C	AQY3	646	Uncharacterized	other	65	65	65	65	2071	1941	2071	NA	NA	NA	NA	NA
YFL055W	AGP3	558	Verified	other	155	405	155	405	2237	1677	2237	NA	NA	NA	NA	NA
YFL058W	THI5	340	Verified	other	NA	NA	48	123	1194	1023	1194	NA	NA	NA	NA	NA
YFL059W	SNZ3	298	Verified	other	NA	NA	48	123	1068	897	1068	NA	NA	NA	NA	NA
YFL060C	SNO3	222	Verified	other	NA	NA	48	123	840	669	840	NA	NA	NA	NA	NA
YFL061W	DDI3	225	Verified	other	NA	NA	48	123	849	678	849	NA	NA	NA	NA	NA
YFL062W	COS4	379	Verified	other	NA	NA	48	123	1311	1140	1311	NA	NA	NA	NA	NA
YFL063W	NA	151	Dubious	other	NA	NA	48	123	627	456	627	NA	NA	NA	NA	NA
YFL064C	NA	174	Uncharacterized	other	NA	NA	48	123	696	525	696	NA	NA	NA	NA	NA
YFL065C	NA	102	Uncharacterized	other	NA	NA	48	123	480	309	480	NA	NA	NA	NA	NA
YFL066C	NA	392	Uncharacterized	other	NA	NA	48	123	1350	1179	1350	NA	NA	NA	NA	NA
YFL067W	NA	175	Uncharacterized	other	NA	NA	48	123	699	528	699	NA	NA	NA	NA	NA
YFL068W	NA	160	Uncharacterized	other	NA	NA	48	123	654	483	654	NA	NA	NA	NA	NA
YFR001W	LOC1	204	Verified	RiBi	38	81	38	81	734	615	734	NA	NA	NA	NA	NA
YFR002W	NIC96	839	Verified	other	15	93	15	93	2628	2520	2628	NA	NA	NA	NA	NA
YFR003C	YPI1	155	Verified	other	55	164	55	164	687	468	687	NA	NA	NA	NA	NA
YFR004W	RPN11	306	Verified	other	39	90	39	90	1050	921	1050	NA	NA	NA	NA	NA
YFR005C	SAD1	448	Verified	other	20	228	20	228	1595	1347	1595	NA	NA	NA	NA	NA
YFR006W	NA	535	Uncharacterized	other	31	89	31	89	1728	1608	1728	NA	NA	NA	NA	NA
YFR007W	YFH7	353	Verified	other	30	61	30	61	1153	1062	1153	NA	NA	NA	NA	NA
YFR008W	FAR7	221	Verified	other	38	347	38	347	1051	666	1051	NA	NA	NA	NA	NA
YFR009W	GCN20	752	Verified	translation factors	57	72	57	72	2388	2259	2388	NA	NA	NA	NA	NA
YFR009W-A	NA	85	Dubious	other	1410	680	1410	680	2348	258	2348	NA	NA	NA	NA	NA
YFR010W	UBP6	499	Verified	other	58	97	58	97	1655	1500	1655	NA	NA	NA	NA	NA
YFR010W-A	NA	62	Dubious	other	NA	NA	48	123	360	189	360	NA	NA	NA	NA	NA
YFR011C	MIC19	170	Verified	other	32	161	32	161	706	513	706	NA	NA	NA	NA	NA
YFR012W	DCV1	202	Verified	other	NA	NA	48	123	780	609	780	NA	NA	NA	NA	NA
YFR012W-A	NA	28	Uncharacterized	other	1247	222	1247	222	1556	87	1556	NA	NA	NA	NA	NA
YFR013W	IOC3	787	Verified	other	47	142	47	142	2553	2364	2553	NA	NA	NA	NA	NA
YFR014C	CMK1	446	Verified	other	54	214	54	214	1609	1341	1609	NA	NA	NA	NA	NA
YFR015C	GSY1	708	Verified	MSN2/4	83	139	83	139	2349	2127	2349	NA	NA	NA	NA	NA
YFR016C	AIP5	1233	Verified	other	52	44	52	44	3798	3702	3798	NA	NA	NA	NA	NA
YFR017C	IGD1	195	Verified	MSN2/4	75	109	75	109	772	588	772	NA	NA	NA	NA	NA
YFR018C	NA	363	Uncharacterized	other	50	168	50	168	1310	1092	1310	NA	NA	NA	NA	NA
YFR019W	FAB1	2278	Verified	other	NA	NA	48	123	7008	6837	7008	NA	NA	NA	NA	NA
YFR020W	CSS2	232	Verified	other	832	177	832	177	1708	699	1708	NA	NA	NA	NA	NA
YFR021W	ATG18	500	Verified	other	94	107	94	107	1704	1503	1704	NA	NA	NA	NA	NA
YFR022W	ROG3	733	Verified	other	276	112	276	112	2590	2202	2590	NA	NA	NA	NA	NA
YFR023W	PES4	611	Verified	other	NA	NA	48	123	2007	1836	2007	NA	NA	NA	NA	NA
YFR024C-A	LSB3	459	Verified	other	25	199	25	199	1604	1474	1698	NA	NA	NA	NA	NA
YFR025C	HIS2	335	Verified	other	24	104	24	104	1136	1008	1136	NA	NA	NA	NA	NA
YFR026C	ULI1	169	Verified	other	984	79	984	79	1573	510	1573	NA	NA	NA	NA	NA
YFR027W	ECO1	281	Verified	other	17	133	17	133	996	846	996	NA	NA	NA	NA	NA
YFR028C	CDC14	551	Verified	other	31	76	31	76	1763	1656	1763	NA	NA	NA	NA	NA
YFR029W	PTR3	678	Verified	other	58	72	58	72	2167	2037	2167	NA	NA	NA	NA	NA
YFR030W	MET10	1035	Verified	other	86	57	86	57	3251	3108	3251	NA	NA	NA	NA	NA
YFR031C	SMC2	1170	Verified	other	78	48	78	48	3639	3513	3639	NA	NA	NA	NA	NA
YFR031C-A	RPL2A	254	Verified	RP	39	106	39	106	910	912	1057	NA	NA	NA	NA	NA
